Date/Time,LIVING ZONE:Zone Air Temperature [C](TimeStep:REPORTSCH),LIVING ZONE:Zone Air System Sensible Heating Energy [J](TimeStep:REPORTSCH),LIVING ZONE:Zone Air System Sensible Cooling Energy [J](TimeStep:REPORTSCH),LIVING ZONE:Zone Thermostat Heating Setpoint Temperature [C](TimeStep:REPORTSCH),LIVING ZONE:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep:REPORTSCH),GARAGE ZONE:Zone Air Temperature [C](TimeStep:REPORTSCH),GARAGE ZONE:Zone Air System Sensible Heating Energy [J](TimeStep:REPORTSCH),GARAGE ZONE:Zone Air System Sensible Cooling Energy [J](TimeStep:REPORTSCH),GARAGE ZONE:Zone Thermostat Heating Setpoint Temperature [C](TimeStep:REPORTSCH),GARAGE ZONE:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep:REPORTSCH),ATTIC ZONE:Zone Air Temperature [C](TimeStep:REPORTSCH),ATTIC ZONE:Zone Air System Sensible Heating Energy [J](TimeStep:REPORTSCH),ATTIC ZONE:Zone Air System Sensible Cooling Energy [J](TimeStep:REPORTSCH),ATTIC ZONE:Zone Thermostat Heating Setpoint Temperature [C](TimeStep:REPORTSCH),ATTIC ZONE:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep:REPORTSCH),ACDXCOIL 1:Cooling Coil Total Cooling Energy [J](TimeStep:REPORTSCH),HEAT PUMP DX HEATING COIL 1:Heating Coil Heating Energy [J](TimeStep:REPORTSCH),SUPP HEATING COIL 1:Heating Coil Heating Energy [J](TimeStep:REPORTSCH),TWOSPEED HEAT PUMP 1:Unitary System DX Coil Cycling Ratio [](TimeStep:REPORTSCH),TWOSPEED HEAT PUMP 1:Unitary System DX Coil Speed Ratio [](TimeStep:REPORTSCH),TWOSPEED HEAT PUMP 1:Unitary System DX Coil Speed Level [](TimeStep) 
 01/21  00:10:00,22.656776111932196,6685281.412365239,0.0,22.76,28.44,0.6334791591222075,0.0,0.0,0.0,0.0,-1.6158021838415797,0.0,0.0,0.0,0.0,0.0,4878566.013474655,1787476.9481263564,1.0,1.0,2.0 
 01/21  00:20:00,22.752861870234877,6017999.778650553,0.0,22.76,28.44,0.6015396413656231,0.0,0.0,0.0,0.0,-1.603311346548606,0.0,0.0,0.0,0.0,0.0,4862343.336580907,881303.7005060334,1.0,1.0,2.0 
 01/21  00:30:00,21.741222768189285,4613568.951354549,0.0,21.426666666666687,28.44000000000002,0.5774243514037206,0.0,0.0,0.0,0.0,-1.5961083587365155,0.0,0.0,0.0,0.0,0.0,1960187.7740303986,2574978.5586456265,0.45782327901576303,0.26001579040588857,0.833333333333334 
 01/21  00:40:00,22.657529083554287,6736728.830715708,0.0,22.76,28.44,0.5525894225278262,0.0,0.0,0.0,0.0,-1.5905820897662544,0.0,0.0,0.0,0.0,0.0,4831084.235087386,1884992.859352828,1.0,1.0,2.0 
 01/21  00:50:00,22.752933174812686,6076995.75851139,0.0,22.76,28.44,0.5236157204756685,0.0,0.0,0.0,0.0,-1.5862755989893533,0.0,0.0,0.0,0.0,0.0,4814866.963154011,987675.9948373786,1.0,1.0,2.0 
 01/21  01:00:00,21.73507341699399,4671584.543909232,0.0,21.426666666666634,28.439999999999966,0.5010293764499678,0.0,0.0,0.0,0.0,-1.5847712377054548,0.0,0.0,0.0,0.0,0.0,2003782.1840427232,2583412.211871834,0.4643062336427902,0.29101102114590605,0.8333333333333321 
 01/21  01:10:00,22.6570898100008,6784417.004704565,0.0,22.76,28.44,0.4773035401130591,0.0,0.0,0.0,0.0,-1.585294311077904,0.0,0.0,0.0,0.0,0.0,4799432.339458657,1966003.1036880764,1.0,1.0,2.0 
 01/21  01:20:00,22.75291803602258,6103438.294721204,0.0,22.76,28.44,0.44915095554472867,0.0,0.0,0.0,0.0,-1.5893309855317161,0.0,0.0,0.0,0.0,0.0,4799044.813836186,1029982.6091117404,1.0,1.0,2.0 
 01/21  01:30:00,21.733077022390372,4689425.749393249,0.0,21.426666666666687,28.44000000000002,0.4268574244951894,0.0,0.0,0.0,0.0,-1.596770900158941,0.0,0.0,0.0,0.0,0.0,2019959.389901918,2583705.938684294,0.46594873805972087,0.2990734857502307,0.833333333333334 
 01/21  01:40:00,22.65700603004759,6803931.350942276,0.0,22.76,28.44,0.4030757691793549,0.0,0.0,0.0,0.0,-1.6078067053610416,0.0,0.0,0.0,0.0,0.0,4799431.313383941,1986084.403077087,1.0,1.0,2.0 
 01/21  01:50:00,22.752922139964898,6118411.708195018,0.0,22.76,28.44,0.37450500274423293,0.0,0.0,0.0,0.0,-1.623796042614359,0.0,0.0,0.0,0.0,0.0,4799044.911826585,1044958.694409491,1.0,1.0,2.0 
 01/21  02:00:00,21.7314066441455,4704311.750624024,0.0,21.426666666666634,28.439999999999966,0.3517464239617101,0.0,0.0,0.0,0.0,-1.6392473442401436,0.0,0.0,0.0,0.0,0.0,2033467.8738169437,2583950.295048966,0.4673213116390196,0.3058047673102756,0.8333333333333321 
 01/21  02:10:00,22.65696136878616,6831304.120939167,0.0,22.76,28.44,0.32789694890232995,0.0,0.0,0.0,0.0,-1.655298519870834,0.0,0.0,0.0,0.0,0.0,4799430.415336257,2013928.753154156,1.0,1.0,2.0 
 01/21  02:20:00,22.752931678995076,6152884.263955825,0.0,22.76,28.44,0.30009510713361126,0.0,0.0,0.0,0.0,-1.6699904179294356,0.0,0.0,0.0,0.0,0.0,4799044.943288814,1079429.6387735703,1.0,1.0,2.0 
 01/21  02:30:00,21.726106580090473,4752206.923293563,0.0,21.426666666666687,28.44000000000002,0.2791286897514232,0.0,0.0,0.0,0.0,-1.6746737939670437,0.0,0.0,0.0,0.0,0.0,2077327.2597407138,2584316.5217799935,0.4718377288194929,0.32750744734877024,0.833333333333334 
 01/21  02:40:00,22.656577860778597,6879476.083337806,0.0,22.76,28.44,0.25774290809938094,0.0,0.0,0.0,0.0,-1.6747833211187646,0.0,0.0,0.0,0.0,0.0,4799427.8213460855,2063519.4474203137,1.0,1.0,2.0 
 01/21  02:50:00,22.752920090228077,6192861.371653273,0.0,22.76,28.44,0.23325230856852705,0.0,0.0,0.0,0.0,-1.670322440870255,0.0,0.0,0.0,0.0,0.0,4799045.1543934485,1119443.86211735,1.0,1.0,2.0 
 01/21  03:00:00,21.72103561254291,4795594.5632974915,0.0,21.426666666666634,28.439999999999966,0.21507385204418153,0.0,0.0,0.0,0.0,-1.6631223890606996,0.0,0.0,0.0,0.0,0.0,2099564.4974303064,2603916.247104197,0.4760313438921958,0.33333333333333287,0.8333333333333321 
 01/21  03:10:00,22.656277224333586,6986539.272732379,0.0,22.76,28.44,0.19225506332078318,0.0,0.0,0.0,0.0,-1.6548711367253388,0.0,0.0,0.0,0.0,0.0,4794869.6091339765,2176501.105290027,1.0,1.0,2.0 
 01/21  03:20:00,22.75292882290173,6356757.024486039,0.0,22.76,28.44,0.16088615041219181,0.0,0.0,0.0,0.0,-1.6465346472693525,0.0,0.0,0.0,0.0,0.0,4789470.992453238,1292941.6567532674,1.0,1.0,2.0 
 01/21  03:30:00,21.702466654625574,5030451.544336555,0.0,21.426666666666687,28.44000000000002,0.13319354428491242,0.0,0.0,0.0,0.0,-1.643791114973527,0.0,0.0,0.0,0.0,0.0,2203194.927837966,2726242.982245188,0.5071088111802218,0.3346522661785741,1.1666666666666674 
 01/21  03:40:00,22.654768404380167,7224136.54961918,0.0,22.76,28.44,0.10212712495592488,0.0,0.0,0.0,0.0,-1.6450610255673688,0.0,0.0,0.0,0.0,0.0,4780282.258553732,2433580.4098737105,1.0,1.0,2.0 
 01/21  03:50:00,22.752867958476628,6575278.247650892,0.0,22.76,28.44,0.06335311024139254,0.0,0.0,0.0,0.0,-1.6519575780067082,0.0,0.0,0.0,0.0,0.0,4773959.150253572,1527138.0590200468,1.0,1.0,2.0 
 01/21  04:00:00,21.691271935897664,5261075.18663702,0.0,21.426666666666634,28.439999999999966,0.03139881976506578,0.0,0.0,0.0,0.0,-1.6617368085998803,0.0,0.0,0.0,0.0,0.0,2326045.939990131,2827232.7944235513,0.5194993317513449,0.40234852181017144,1.166666666666665 
 01/21  04:10:00,22.65388428680938,7352386.186373729,0.0,22.76,28.44,0.005313199167469538,0.0,0.0,0.0,0.0,-1.6701412878792454,0.0,0.0,0.0,0.0,0.0,4763850.845843388,2581198.734354848,1.0,1.0,2.0 
 01/21  04:20:00,22.752825398713856,6583110.208947163,0.0,22.76,28.44,-0.017029509067540416,0.0,0.0,0.0,0.0,-1.6738538454738472,0.0,0.0,0.0,0.0,0.0,4756489.490351227,1552527.702378889,1.0,1.0,2.0 
 01/21  04:30:00,21.69593779976487,5166148.048056254,0.0,21.426666666666687,28.44000000000002,-0.028062325904789548,0.0,0.0,0.0,0.0,-1.6669792161437087,0.0,0.0,0.0,0.0,0.0,2266710.3037086665,2794035.0579566895,0.5145556962060576,0.3765008194041929,1.1666666666666674 
 01/21  04:40:00,22.654335175688452,7259331.933452683,0.0,22.76,28.44,-0.036313805243954944,0.0,0.0,0.0,0.0,-1.6517365665055803,0.0,0.0,0.0,0.0,0.0,4743509.899470214,2507263.2395859007,1.0,1.0,2.0 
 01/21  04:50:00,22.75285097154503,6493271.566144515,0.0,22.76,28.44,-0.04284926979105685,0.0,0.0,0.0,0.0,-1.6258202803591844,0.0,0.0,0.0,0.0,0.0,4735373.127626922,1483750.8848026588,1.0,1.0,2.0 
 01/21  05:00:00,21.700595436105687,5071199.20120292,0.0,21.426666666666634,28.439999999999966,-0.04531567873918519,0.0,0.0,0.0,0.0,-1.5989236366027992,0.0,0.0,0.0,0.0,0.0,2206130.474432124,2762155.9246232803,0.5095834587822349,0.3506597867621245,1.166666666666665 
 01/21  05:10:00,22.654845343612692,7247731.105759954,0.0,22.76,28.44,-0.054401748379551695,0.0,0.0,0.0,0.0,-1.5727594895162522,0.0,0.0,0.0,0.0,0.0,4724096.017600501,2513891.5291439337,1.0,1.0,2.0 
 01/21  05:20:00,22.752895346104008,6568600.253981498,0.0,22.76,28.44,-0.07297566603643264,0.0,0.0,0.0,0.0,-1.5518965907491833,0.0,0.0,0.0,0.0,0.0,4719511.703795732,1574880.87393098,1.0,1.0,2.0 
 01/21  05:30:00,21.69308614027713,5226022.452290634,0.0,21.426666666666687,28.44000000000002,-0.09346246650519616,0.0,0.0,0.0,0.0,-1.5503716346142564,0.0,0.0,0.0,0.0,0.0,2288244.01028983,2830171.4903012803,0.5179800180756429,0.3971487725466012,1.1666666666666674 
 01/21  05:40:00,22.654297333356666,7404922.1338321045,0.0,22.76,28.44,-0.11861200957316236,0.0,0.0,0.0,0.0,-1.559685155632705,0.0,0.0,0.0,0.0,0.0,4711881.1080039125,2685302.3293937026,1.0,1.0,2.0 
 01/21  05:50:00,22.752881906151142,6718631.924251711,0.0,22.76,28.44,-0.15211310853827015,0.0,0.0,0.0,0.0,-1.5816994099399933,0.0,0.0,0.0,0.0,0.0,4706347.647781162,1738132.1234601375,1.0,1.0,2.0 
 01/21  06:00:00,21.68552460557966,5381295.267397659,0.0,21.426666666666634,28.439999999999966,-0.18087399357906442,0.0,0.0,0.0,0.0,-1.608630072548513,0.0,0.0,0.0,0.0,0.0,2370013.562325295,2899206.68014087,0.5264412589627555,0.4438519402804739,1.166666666666665 
 01/21  06:10:00,22.65368854396062,7561329.258407295,0.0,22.76,28.44,-0.21693634216653068,0.0,0.0,0.0,0.0,-1.6550398640738087,0.0,0.0,0.0,0.0,0.0,4724758.335381964,2830819.6885068477,1.0,1.0,2.0 
 01/21  06:20:00,22.752852698046368,6818391.918884775,0.0,22.76,28.44,-0.2685784009606497,0.0,0.0,0.0,0.0,-1.7444949021077512,0.0,0.0,0.0,0.0,0.0,4744383.305675364,1799917.798112048,1.0,1.0,2.0 
 01/21  06:30:00,21.682125932595632,5447624.805437863,0.0,21.426666666666687,28.44000000000002,-0.3177063134110473,0.0,0.0,0.0,0.0,-1.8616009309907318,0.0,0.0,0.0,0.0,0.0,2428700.6316308333,2906191.5470061773,0.5295432058600327,0.45615753052596,1.1666666666666674 
 01/21  06:40:00,22.04578478267846,5316506.123603132,0.0,22.09333333333335,28.440000000000023,-0.3751082636542079,0.0,0.0,0.0,0.0,-2.016641706450039,0.0,0.0,0.0,0.0,0.0,3261656.417638473,2030728.6139347106,0.6871231239506578,0.6666666666666672,1.6666666666666679 
 01/21  06:50:00,22.278251134003245,6619600.044696139,0.0,22.76,28.44,-0.4538117842731823,0.0,0.0,0.0,0.0,-2.236658411147396,0.0,0.0,0.0,0.0,0.0,4807250.034520058,2335093.71306113,1.0,1.0,2.0 
 01/21  07:00:00,22.714117657500683,7744315.611752817,0.0,22.76,28.44,-0.5317113077552412,0.0,0.0,0.0,0.0,-2.4640602029920124,0.0,0.0,0.0,0.0,0.0,4823963.668208675,2759738.6555509134,1.0,1.0,2.0 
 01/21  07:10:00,21.691638776241085,5211925.129416715,0.0,21.42666666666667,28.439999999999998,-0.5957483540368289,0.0,0.0,0.0,0.0,-2.669533485195923,0.0,0.0,0.0,0.0,0.0,2325015.312408422,2781976.5857893205,0.5175497637133774,0.382664602463506,1.1666666666666665 
 01/21  07:20:00,22.654535169225674,7259820.979937181,0.0,22.760000000000005,28.44000000000001,-0.6553402851777114,0.0,0.0,0.0,0.0,-2.8149917625393153,0.0,0.0,0.0,0.0,0.0,4846039.529354064,2406299.260836916,1.0000000000000002,1.0000000000000002,2.0000000000000004 
 01/21  07:30:00,22.752915323906755,6463280.108356061,0.0,22.76,28.44,-0.7121486042886688,0.0,0.0,0.0,0.0,-2.8573181977280115,0.0,0.0,0.0,0.0,0.0,4854370.779576259,1334684.7895928754,1.0,1.0,2.0 
 01/21  07:40:00,21.70437192674256,4983603.567105847,0.0,21.426666666666655,28.439999999999987,-0.7398288642186747,0.0,0.0,0.0,0.0,-2.754720366256984,0.0,0.0,0.0,0.0,0.0,2205907.522769061,2680398.776845558,0.49807540467035516,0.33333333333333287,0.9999999999999989 
 01/21  07:50:00,22.655019117837703,7036277.6179704,0.0,22.76,28.44,-0.7537918135770345,0.0,0.0,0.0,0.0,-2.5403430424733653,0.0,0.0,0.0,0.0,0.0,4877583.1823263895,2147733.2378401654,1.0,1.0,2.0 
 01/21  08:00:00,21.80911744096512,4407215.007860737,0.0,21.76,28.44,-0.7519768758052396,0.0,0.0,0.0,0.0,-2.1548757071827813,0.0,0.0,0.0,0.0,0.0,3127845.838565708,951326.8061985259,0.6943026897987017,0.5,1.5 
 01/21  08:10:00,22.667472317339403,7640085.502566408,0.0,22.76,28.44,-0.7216683384844931,0.0,0.0,0.0,0.0,-1.6956626292691828,0.0,0.0,0.0,0.0,0.0,4182567.876546275,3442274.713813755,0.9880582521330191,0.5,1.5 
 01/21  08:20:00,21.79483345488765,4103447.7283582035,0.0,21.76,28.44,-0.666709807234108,0.0,0.0,0.0,0.0,-1.1651319434366194,0.0,0.0,0.0,0.0,0.0,2956739.2899974873,871553.1035126073,0.6397831537904123,0.5,1.5 
 01/21  08:30:00,22.66633365935323,7480039.588695094,0.0,22.76,28.44,-0.593843980672694,0.0,0.0,0.0,0.0,-0.573775955377045,0.0,0.0,0.0,0.0,0.0,4093671.415376293,3379515.0783387697,0.9545900405756549,0.5,1.5 
 01/21  08:40:00,21.530807362127895,4443167.513089173,0.0,21.426666666666684,28.440000000000023,-0.5265426579643913,0.0,0.0,0.0,0.0,-0.057075255136933734,0.0,0.0,0.0,0.0,0.0,3304600.211945488,916922.9836563834,0.6666666666666672,0.6666666666666672,1.3333333333333344 
 01/21  08:50:00,22.0835324134828,4404838.273061289,0.0,22.09333333333335,28.440000000000023,-0.43667015128238185,0.0,0.0,0.0,0.0,0.6188656176693856,0.0,0.0,0.0,0.0,0.0,2534321.976036885,1923145.981067646,0.576714008076522,0.3333333333333336,1.0000000000000009 
 01/21  09:00:00,21.757517892626343,4298985.83942549,0.0,21.560000000000002,28.440000000000005,-0.37009758191857967,0.0,0.0,0.0,0.0,1.0912498665523904,0.0,0.0,0.0,0.0,0.0,2158749.0326030846,2170596.2680792003,0.44478716761715187,0.4,1.0 
 01/21  09:10:00,22.019655393350483,5814705.659369641,0.0,22.093333333333334,28.440000000000005,-0.2923382610600901,0.0,0.0,0.0,0.0,1.5888760051545443,0.0,0.0,0.0,0.0,0.0,3197073.598160371,2687388.060171213,0.7506444660675207,0.3333333333333333,1.3333333333333335 
 01/21  09:20:00,22.18766419061221,4293602.152307577,0.0,22.093333333333327,28.43999999999999,-0.17093181309060757,0.0,0.0,0.0,0.0,2.2512256349805093,0.0,0.0,0.0,0.0,0.0,3372598.2820167667,860486.2920350318,0.6666666666666664,0.6666666666666664,1.3333333333333328 
 01/21  09:30:00,21.786467742504243,4103652.758765126,0.0,21.560000000000002,28.440000000000005,-0.08158631423086835,0.0,0.0,0.0,0.0,2.73478266575122,0.0,0.0,0.0,0.0,0.0,2046571.774127254,2087050.1581231041,0.4284158604330371,0.3305105866893977,1.0 
 01/21  09:40:00,22.017246298589416,5550075.838870501,0.0,22.093333333333344,28.440000000000012,0.021340815909419136,0.0,0.0,0.0,0.0,3.288237227816425,0.0,0.0,0.0,0.0,0.0,3052180.1125024166,2587245.2657312183,0.6946506059922019,0.3333333333333336,1.333333333333334 
 01/21  09:50:00,21.748421852482316,5124656.480972854,0.0,21.76,28.44,0.1379287259270307,0.0,0.0,0.0,0.0,3.917824387678923,0.0,0.0,0.0,0.0,0.0,3052676.4761859053,2128494.470502209,0.6267212550751695,0.5,1.25 
 01/21  10:00:00,22.016515267170647,5368536.00512798,0.0,22.09333333333335,28.440000000000023,0.2758459007353232,0.0,0.0,0.0,0.0,4.639968456136018,0.0,0.0,0.0,0.0,0.0,2975378.6727988203,2495767.164562854,0.663708886137105,0.3333333333333336,1.3333333333333344 
 01/21  10:10:00,21.766290820690344,4826170.147438535,0.0,21.76,28.44,0.42871479161929216,0.0,0.0,0.0,0.0,5.425402736163964,0.0,0.0,0.0,0.0,0.0,2991807.2066076254,1885880.3521455994,0.6024329860505868,0.5,1.25 
 01/21  10:20:00,21.893652768725953,4651862.973364075,0.0,21.76,28.44,0.6667322773610529,0.0,0.0,0.0,0.0,6.482741387752496,0.0,0.0,0.0,0.0,0.0,2697950.5808818643,1965034.4895916276,0.5796220001998083,0.3453370042375172,1.25 
 01/21  10:30:00,21.90220777357553,4519299.00742458,0.0,21.76,28.44,0.8882718444129145,0.0,0.0,0.0,0.0,7.440950958627979,0.0,0.0,0.0,0.0,0.0,2585133.59917932,1949828.583670951,0.5690398561786616,0.28746548640487174,1.25 
 01/21  10:40:00,21.906938094151926,4432508.854727992,0.0,21.76,28.44,1.108063319268075,0.0,0.0,0.0,0.0,8.380160328058194,0.0,0.0,0.0,0.0,0.0,2518412.6879160088,1932760.0308401561,0.5615943886835226,0.254188180862476,1.25 
 01/21  10:50:00,22.00575390439066,4680019.29535737,0.0,22.09333333333335,28.440000000000023,1.2860443238996804,0.0,0.0,0.0,0.0,9.123311972613225,0.0,0.0,0.0,0.0,0.0,2440468.8502610563,2410902.975151957,0.5106100165021741,0.3333333333333336,1.3333333333333344 
 01/21  11:00:00,21.782423362897976,4394597.629624571,0.0,21.76,28.44,1.4711314473781054,0.0,0.0,0.0,0.0,9.810015745195958,0.0,0.0,0.0,0.0,0.0,2742469.5867273575,1709955.07718654,0.5661914083551645,0.3848895205501626,1.25 
 01/21  11:10:00,22.009440068784826,4692763.759231204,0.0,22.093333333333334,28.440000000000005,1.6685663961647377,0.0,0.0,0.0,0.0,10.434528406482492,0.0,0.0,0.0,0.0,0.0,2581409.417725078,2258376.2229178557,0.5439308925685791,0.3333333333333333,1.3333333333333335 
 01/21  11:20:00,21.787656771688084,4349201.424038529,0.0,21.76,28.44,1.8628233261824096,0.0,0.0,0.0,0.0,10.940408019595823,0.0,0.0,0.0,0.0,0.0,2704650.621629639,1702120.6769576448,0.561845236014595,0.364766643404641,1.25 
 01/21  11:30:00,22.00874075173833,4653734.426734997,0.0,22.093333333333327,28.43999999999999,2.0533878617219927,0.0,0.0,0.0,0.0,11.341409062293476,0.0,0.0,0.0,0.0,0.0,2566612.6489838674,2234887.103105102,0.5382383737792896,0.3333333333333332,1.3333333333333328 
 01/21  11:40:00,21.78522114185963,4343922.51731579,0.0,21.76000000000001,28.44000000000001,2.2264226837887335,0.0,0.0,0.0,0.0,11.612753111970186,0.0,0.0,0.0,0.0,0.0,2721835.7719203555,1679696.8489695806,0.5596887652214892,0.3773466525204492,1.25 
 01/21  11:50:00,22.00848245581793,4632673.092910353,0.0,22.09333333333335,28.440000000000023,2.3843673670957912,0.0,0.0,0.0,0.0,11.74672640819562,0.0,0.0,0.0,0.0,0.0,2564584.9810726484,2215897.81962142,0.5358703379435243,0.3333333333333336,1.3333333333333344 
 01/21  12:00:00,21.790424170123753,4285614.029448609,0.0,21.76,28.44,2.518459859911203,0.0,0.0,0.0,0.0,11.743925497381184,0.0,0.0,0.0,0.0,0.0,2663370.382879977,1681318.3642808485,0.5564804777159559,0.33999242387762585,1.25 
 01/21  12:10:00,22.008053171028607,4582690.325414695,0.0,22.093333333333334,28.440000000000005,2.6364792659034224,0.0,0.0,0.0,0.0,11.669619235594894,0.0,0.0,0.0,0.0,0.0,2524992.168533368,2211217.2479133764,0.5252316002182565,0.3333333333333333,1.3333333333333335 
 01/21  12:20:00,21.794359022888074,4214791.160332482,0.0,21.76,28.44,2.736766521998372,0.0,0.0,0.0,0.0,11.588317506876807,0.0,0.0,0.0,0.0,0.0,2601577.7994208396,1673578.184555779,0.551430534947806,0.31311560504761415,1.25 
 01/21  12:30:00,22.006808471112706,4464583.3092835285,0.0,22.093333333333327,28.43999999999999,2.827803048366525,0.0,0.0,0.0,0.0,11.528911401611659,0.0,0.0,0.0,0.0,0.0,2447496.2566939574,2178382.5099189356,0.5061468271487242,0.3333333333333332,1.3333333333333328 
 01/21  12:40:00,21.794924896035205,4152783.965063593,0.0,21.76000000000001,28.44000000000001,2.9102254074282885,0.0,0.0,0.0,0.0,11.49503915403714,0.0,0.0,0.0,0.0,0.0,2566885.8262642073,1646985.218436825,0.5451442176755571,0.3083921394792644,1.25 
 01/21  12:50:00,22.005744126851916,4371917.116266628,0.0,22.09333333333335,28.440000000000023,2.9900361868495167,0.0,0.0,0.0,0.0,11.475464756182314,0.0,0.0,0.0,0.0,0.0,2392721.6702242503,2144921.883616587,0.4928714389375737,0.3333333333333336,1.3333333333333344 
 01/21  13:00:00,21.804988440070947,4012798.3939590347,0.0,21.76,28.44,3.065501120490777,0.0,0.0,0.0,0.0,11.463565793148344,0.0,0.0,0.0,0.0,0.0,2430435.408098847,1647353.1017888102,0.532417121830616,0.25,1.0 
 01/21  13:10:00,22.004186906656678,4214890.143317122,0.0,22.093333333333334,28.440000000000005,3.1416437217611657,0.0,0.0,0.0,0.0,11.42239555022375,0.0,0.0,0.0,0.0,0.0,2280817.2393172225,2114639.627477466,0.46307577994128807,0.3333333333333333,1.3333333333333335 
 01/21  13:20:00,21.811790507506686,3899523.7049849075,0.0,21.76,28.44,3.2136747474225764,0.0,0.0,0.0,0.0,11.317547888430022,0.0,0.0,0.0,0.0,0.0,2334980.4629094275,1635068.0161572301,0.5051486474456566,0.25,1.0 
 01/21  13:30:00,22.003311777837695,4138319.3647313137,0.0,22.093333333333327,28.43999999999999,3.281479512720102,0.0,0.0,0.0,0.0,11.148711216636924,0.0,0.0,0.0,0.0,0.0,2231782.6828099666,2094635.4547755108,0.44793322989355633,0.3333333333333332,1.3333333333333328 
 01/21  13:40:00,21.81492970204405,3846746.726680119,0.0,21.76000000000001,28.44000000000001,3.3355924261099044,0.0,0.0,0.0,0.0,10.893394308380083,0.0,0.0,0.0,0.0,0.0,2292957.5071785934,1627358.8095896028,0.491779190587829,0.25,1.0 
 01/21  13:50:00,22.00301604335789,4118704.522556879,0.0,22.09333333333335,28.440000000000023,3.3743924911212386,0.0,0.0,0.0,0.0,10.521637678473459,0.0,0.0,0.0,0.0,0.0,2224111.6415456356,2084822.3021191389,0.4435384361353367,0.3333333333333336,1.3333333333333344 
 01/21  14:00:00,21.813457663917877,3859749.0031030998,0.0,21.76,28.44,3.393857001309941,0.0,0.0,0.0,0.0,10.047736878113835,0.0,0.0,0.0,0.0,0.0,2314603.853940249,1618200.4750176906,0.494684972684686,0.25,1.0 
 01/21  14:10:00,22.003273145837547,4162585.5736316405,0.0,22.093333333333334,28.440000000000005,3.392508397450241,0.0,0.0,0.0,0.0,9.480653814810356,0.0,0.0,0.0,0.0,0.0,2269814.457607948,2077884.2934855348,0.451862717177502,0.3333333333333333,1.3333333333333335 
 01/21  14:20:00,21.80712346227753,3932392.7594600157,0.0,21.76,28.44,3.372049306726822,0.0,0.0,0.0,0.0,8.879853225196047,0.0,0.0,0.0,0.0,0.0,2403248.6584721836,1598533.2440035655,0.5126579908652199,0.25,1.0 
 01/21  14:30:00,22.003705701868007,4245744.159567169,0.0,22.093333333333327,28.43999999999999,3.3363863691250466,0.0,0.0,0.0,0.0,8.234207029191325,0.0,0.0,0.0,0.0,0.0,2357974.991989904,2061176.9654256743,0.4698569910758248,0.3333333333333332,1.3333333333333328 
 01/21  14:40:00,21.803817970134684,3973001.554104114,0.0,21.76000000000001,28.44000000000001,3.293664564663157,0.0,0.0,0.0,0.0,7.59905130486586,0.0,0.0,0.0,0.0,0.0,2455990.0503698834,1584846.609665056,0.5214263095273893,0.25,1.0 
 01/21  14:50:00,22.003914113139448,4244169.122542113,0.0,22.09333333333335,28.440000000000023,3.248878891495739,0.0,0.0,0.0,0.0,7.045655586312843,0.0,0.0,0.0,0.0,0.0,2369325.603908575,2049478.145140945,0.46840951979332895,0.3333333333333336,1.3333333333333344 
 01/21  15:00:00,21.80559266398067,3957314.8400366968,0.0,21.76,28.44,3.2075578968307576,0.0,0.0,0.0,0.0,6.617105551355943,0.0,0.0,0.0,0.0,0.0,2447050.487684109,1579668.6007737706,0.514819575244218,0.25,1.0 
 01/21  15:10:00,22.003876644603885,4219232.152309743,0.0,22.093333333333334,28.440000000000005,3.166151593276049,0.0,0.0,0.0,0.0,6.271127330696444,0.0,0.0,0.0,0.0,0.0,2338237.9244796555,2059743.2506919727,0.46277411473369623,0.3333333333333333,1.3333333333333335 
 01/21  15:20:00,21.80792724612584,3936174.320810519,0.0,21.76,28.44,3.1259148946637114,0.0,0.0,0.0,0.0,5.989929486867583,0.0,0.0,0.0,0.0,0.0,2400644.010965546,1605130.4000386312,0.5120398297983217,0.25,1.0 
 01/21  15:30:00,22.00377622885246,4201138.575022803,0.0,22.093333333333327,28.43999999999999,3.0858501322294076,0.0,0.0,0.0,0.0,5.738099442078719,0.0,0.0,0.0,0.0,0.0,2293841.3499605684,2088494.154111078,0.4601277215240086,0.3333333333333332,1.3333333333333328 
 01/21  15:40:00,21.80907270073974,3927382.0250784154,0.0,21.76000000000001,28.44000000000001,3.04621031642012,0.0,0.0,0.0,0.0,5.50078875780388,0.0,0.0,0.0,0.0,0.0,2368078.039713063,1628407.9009438606,0.5127019747812789,0.25,1.0 
 01/21  15:50:00,22.00389546046412,4203851.253747319,0.0,22.09333333333335,28.440000000000023,3.00375681608648,0.0,0.0,0.0,0.0,5.24420777583196,0.0,0.0,0.0,0.0,0.0,2263466.1593696503,2122500.4459625054,0.46102891838024596,0.3333333333333336,1.3333333333333344 
 01/21  16:00:00,21.809866398507687,3932630.569195439,0.0,21.76,28.44,2.958821787379311,0.0,0.0,0.0,0.0,4.9608577075468965,0.0,0.0,0.0,0.0,0.0,2344416.4465316013,1656460.1914695483,0.5156995880999973,0.25,1.0 
